Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,age,LoanAmountScale,TotalIncome,MonthlyPayment,DebtToIncomeRatio,TotalIncomeCut
Female,Yes,0,Graduate,No,3166,0.0,360.0,1.0,Semiurban,Y,25.0,36000.0,3166.0,100.0,0.03158559696778269,1st part
Male,Yes,1,Graduate,No,1880,0.0,360.0,1.0,Rural,N,27.0,61000.0,1880.0,169.44444444444446,0.09013002364066194,1st part
Male,Yes,1,Graduate,No,2787,1917.0,360.0,0.0,Rural,N,18.0,146000.0,4704.0,405.55555555555554,0.08621504157218443,1st part
Male,Yes,1,Graduate,No,4283,3000.0,84.0,1.0,Rural,N,26.0,172000.0,7283.0,2047.6190476190477,0.28115049397487957,2nd part
Male,Yes,0,Graduate,No,2297,1522.0,360.0,1.0,Urban,Y,27.0,104000.0,3819.0,288.8888888888889,0.07564516598295075,1st part
Female,No,0,Not Graduate,No,2165,0.0,360.0,1.0,Semiurban,Y,18.0,70000.0,2165.0,194.44444444444446,0.08981267641775725,1st part
Male,No,0,Graduate,No,4750,0.0,360.0,1.0,Semiurban,Y,21.0,94000.0,4750.0,261.1111111111111,0.05497076023391812,1st part
Male,Yes,2,Graduate,Yes,2726,0.0,360.0,0.0,Semiurban,N,18.0,106000.0,2726.0,294.44444444444446,0.10801336920192386,1st part
Male,Yes,0,Graduate,No,3000,3416.0,180.0,1.0,Semiurban,Y,27.0,56000.0,6416.0,311.1111111111111,0.0484898863951233,2nd part
Male,Yes,2,Graduate,Yes,6000,0.0,240.0,1.0,Semiurban,N,23.0,205000.0,6000.0,854.1666666666666,0.1423611111111111,2nd part
Male,No,3+,Graduate,Yes,9357,0.0,360.0,1.0,Semiurban,Y,25.0,292000.0,9357.0,811.1111111111111,0.08668495362948712,3rd part
Male,Yes,0,Graduate,No,3859,3300.0,180.0,1.0,Rural,Y,18.0,142000.0,7159.0,788.8888888888889,0.11019540283403952,2nd part
Male,Yes,0,Graduate,Yes,16120,0.0,360.0,1.0,Urban,Y,28.0,260000.0,16120.0,722.2222222222222,0.044802867383512544,4th part
Male,No,0,Not Graduate,No,3833,0.0,360.0,1.0,Rural,Y,23.0,110000.0,3833.0,305.55555555555554,0.07971707684726208,1st part
Male,Yes,2,Not Graduate,Yes,6383,1000.0,360.0,1.0,Rural,N,24.0,187000.0,7383.0,519.4444444444445,0.07035682574081599,2nd part
Male,No,0,Graduate,No,2987,0.0,360.0,0.0,Semiurban,N,24.0,88000.0,2987.0,244.44444444444446,0.08183610460142098,1st part
Male,Yes,0,Graduate,Yes,9963,0.0,360.0,1.0,Rural,Y,22.0,180000.0,9963.0,500.0,0.05018568704205561,3rd part
Male,Yes,2,Graduate,No,5780,0.0,360.0,1.0,Urban,Y,24.0,192000.0,5780.0,533.3333333333334,0.0922722029988466,2nd part
Male,Yes,0,Not Graduate,No,2894,2792.0,360.0,1.0,Rural,Y,18.0,155000.0,5686.0,430.55555555555554,0.07572204635166295,2nd part
Male,Yes,3+,Graduate,No,5703,0.0,360.0,1.0,Urban,Y,25.0,128000.0,5703.0,355.55555555555554,0.06234535429695871,2nd part
Male,No,0,Graduate,No,3676,4301.0,360.0,1.0,Rural,Y,26.0,172000.0,7977.0,477.77777777777777,0.05989441867591548,2nd part
Male,Yes,0,Not Graduate,No,2400,3800.0,180.0,1.0,Urban,N,26.0,128000.0,6200.0,711.1111111111111,0.11469534050179211,2nd part
Male,Yes,1,Graduate,No,3400,2500.0,360.0,1.0,Semiurban,Y,19.0,173000.0,5900.0,480.55555555555554,0.08145009416195857,2nd part
Male,Yes,2,Not Graduate,No,3987,1411.0,360.0,1.0,Rural,Y,18.0,157000.0,5398.0,436.1111111111111,0.08079123955374418,2nd part
Male,Yes,0,Graduate,No,3232,1950.0,360.0,1.0,Rural,Y,28.0,108000.0,5182.0,300.0,0.057892705519104595,1st part
Female,No,0,Graduate,No,2900,0.0,360.0,1.0,Rural,Y,19.0,71000.0,2900.0,197.22222222222223,0.06800766283524905,1st part
Male,Yes,3+,Graduate,No,4106,0.0,180.0,1.0,Rural,Y,25.0,40000.0,4106.0,222.22222222222223,0.0541213400443795,1st part
Male,Yes,1,Graduate,No,8072,240.0,360.0,1.0,Urban,Y,23.0,253000.0,8312.0,702.7777777777778,0.08454978077210994,2nd part
Male,Yes,2,Graduate,No,7583,0.0,360.0,1.0,Urban,Y,21.0,187000.0,7583.0,519.4444444444445,0.06850117953902736,2nd part
Female,No,0,Graduate,Yes,4583,0.0,360.0,0.0,Semiurban,N,22.0,133000.0,4583.0,369.44444444444446,0.08061192329139089,1st part
